dataset,strategy,task_id,run_id,critic_verdict_first_pass,verifier_invoked,verifier_decision,repair_attempted,final_passed,pre_verifier_exec_invoked,pre_verifier_exec_passed,verifier_pre_repair_exec_passed,verifier_post_repair_exec_passed,critic_true_positive,critic_true_negative,blame_executor,blame_critic_false_fail,blame_critic_false_pass,verifier_strict_eligible,verifier_help,verifier_harm,executor_blame_from_critic,critic_blame_from_verifier,blame_basis,verifier_blame_basis
humaneval,monolithic,HumanEval/0,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/1,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/10,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/11,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/12,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/13,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/14,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/15,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/2,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/3,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/4,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/5,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/6,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/7,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/8,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
humaneval,monolithic,HumanEval/9,run-1fc2215b,UNKNOWN,0,,0,True,,,,,0,0,0,0,0,0,0,0,,,checkpoint_missing,not_applicable
